Rank,year,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST
124,2018,Samaje Perine (CIN),8,32,4.0,11,0,0,3,4,5,1.7,0,0,5,3.7,0.7,5.5%
42,2017,Samaje Perine (CIN),175,603,3.4,30,1,1,22,24,182,8.3,1,2,16,86.5,5.4,5.5%
246,2021,Samkon Gado (TEN),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
112,2011,Sammy Morris (FA),28,98,3.5,15,0,0,5,7,13,2.6,0,0,3,11.1,3.7,0.0%
102,2010,Sammy Morris (FA),20,56,2.8,9,0,0,7,12,77,11.0,0,1,16,11.3,0.7,0.0%
58,2009,Sammy Morris (FA),73,319,4.4,55,0,2,19,27,180,9.5,0,1,12,59.9,5.0,0.0%
34,2008,Sammy Morris (FA),129,647,5.0,35,0,5,9,2,120,13.3,0,0,10,106.7,10.7,0.0%
33,2007,Sammy Morris (FA),85,384,4.5,49,0,3,6,0,35,5.8,0,0,6,59.9,10.0,0.0%
55,2006,Sammy Morris (FA),92,400,4.3,55,0,1,21,0,162,7.7,0,0,12,62.2,5.2,0.0%
95,2005,Sammy Morris (FA),16,58,3.6,9,0,1,8,0,54,6.8,0,0,13,17.2,1.3,0.0%
33,2004,Sammy Morris (FA),132,523,4.0,35,0,6,22,28,124,5.6,0,0,13,100.7,7.7,0.0%
91,2003,Sammy Morris (FA),19,70,3.7,12,0,1,14,17,100,7.1,0,0,9,23.0,2.6,0.0%
123,2002,Sammy Morris (FA),2,5,2.5,5,0,0,3,4,48,16.0,0,0,15,5.3,0.4,0.0%
164,2021,Sandro Platzgummer (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
34,2021,Saquon Barkley (NYG),162,593,3.7,41,6,2,41,57,263,6.4,2,1,14,107.6,7.7,99.8%
120,2020,Saquon Barkley (NYG),19,34,1.8,18,0,0,6,9,60,10.0,0,0,2,9.4,4.7,99.8%
10,2019,Saquon Barkley (NYG),217,"1,003",4.6,68,18,6,52,73,438,8.4,2,0,13,192.1,14.8,99.8%
2,2018,Saquon Barkley (NYG),261,"1,307",5.0,78,37,11,91,121,721,7.9,4,0,16,294.8,18.4,99.8%
143,2021,Scottie Phillips (FA),6,13,2.2,4,0,0,2,3,9,4.5,0,0,3,2.2,0.7,0.0%
146,2020,Scottie Phillips (FA),2,9,4.5,5,0,0,1,1,7,7.0,0,0,8,1.6,0.2,0.0%
127,2002,Sean Bennett (FA),0,0,0.0,0,0,0,5,6,37,7.4,0,0,6,3.7,0.6,0.0%
109,2008,Selvin Young (FA),24,75,3.1,8,0,0,1,0,1,1.0,0,0,4,7.6,1.9,0.0%
53,2007,Selvin Young (FA),42,222,5.3,40,0,0,18,0,157,8.7,0,0,8,37.9,4.7,0.0%
150,2020,Senorise Perry (FA),2,9,4.5,6,0,0,0,0,0,0.0,0,0,7,0.9,0.1,0.0%
149,2019,Senorise Perry (FA),3,3,1.0,6,0,0,1,1,1,1.0,0,0,11,0.4,0.0,0.0%
172,2018,Senorise Perry (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,16,0.0,0.0,0.0%
135,2017,Senorise Perry (FA),8,30,3.8,12,0,0,1,1,3,3.0,0,0,16,3.3,0.2,0.0%
177,2014,Senorise Perry (FA),0,0,0.0,0,0,0,1,1,-1,-1.0,0,0,16,-0.1,-0.0,0.0%
190,2021,Sewo Olonilua (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
168,2020,Sewo Olonilua (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
236,2021,Shane Bannon (KC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
164,2018,Shane Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.1%
163,2017,Shane Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,11,0.0,0.0,0.1%
71,2017,Shane Vereen (FA),45,164,3.6,17,0,0,44,53,253,5.8,0,0,16,39.7,2.5,0.0%
84,2016,Shane Vereen (FA),33,158,4.8,25,1,1,11,19,94,8.5,0,2,5,27.2,5.4,0.0%
37,2015,Shane Vereen (FA),61,260,4.3,39,1,0,59,81,494,8.4,4,0,16,99.4,6.2,0.0%
27,2014,Shane Vereen (FA),96,391,4.1,19,0,2,52,77,447,8.6,3,0,16,113.8,7.1,0.0%
43,2013,Shane Vereen (FA),44,208,4.7,21,2,1,47,69,427,9.1,3,0,8,87.5,10.9,0.0%
50,2012,Shane Vereen (FA),62,251,4.0,16,0,3,8,13,149,18.6,1,1,13,62.0,4.8,0.0%
109,2011,Shane Vereen (FA),15,57,3.8,19,0,1,0,0,0,0.0,0,0,5,11.7,2.3,0.0%
155,2006,Shaud Williams (FA),2,2,1.0,2,0,0,0,0,0,0.0,0,0,4,0.2,0.1,0.0%
84,2005,Shaud Williams (FA),45,161,3.6,28,0,0,17,0,118,6.9,0,0,16,27.9,1.7,0.0%
80,2004,Shaud Williams (FA),42,167,4.0,27,0,2,3,3,19,6.3,0,0,4,30.6,7.7,0.0%
126,2008,Shaun Alexander (FA),11,24,2.2,8,0,0,1,0,9,9.0,0,0,4,3.3,0.8,0.0%
32,2007,Shaun Alexander (FA),149,492,3.3,22,0,2,12,0,56,4.7,0,0,8,66.8,8.4,0.0%
27,2006,Shaun Alexander (FA),252,896,3.6,33,0,7,12,0,48,4.0,0,0,10,136.4,13.6,0.0%
1,2005,Shaun Alexander (FA),370,"1,880",5.1,88,0,27,15,7,78,5.2,1,0,16,363.8,22.7,0.0%
1,2004,Shaun Alexander (FA),353,"1,696",4.8,44,0,16,23,38,170,7.4,4,3,16,300.6,18.8,0.0%
6,2003,Shaun Alexander (FA),326,"1,435",4.4,55,0,14,42,59,295,7.0,2,3,16,263.0,16.4,0.0%
5,2002,Shaun Alexander (FA),295,"1,175",4.0,58,0,16,59,78,460,7.8,2,1,16,269.5,16.8,0.0%
157,2012,Shaun Chapas (FA),0,0,0.0,0,0,0,1,2,6,6.0,0,0,3,0.6,0.2,0.0%
151,2011,Shaun Chapas (FA),0,0,0.0,0,0,0,1,1,9,9.0,0,0,3,0.9,0.3,0.0%
47,2016,Shaun Draughn (FA),74,196,2.6,18,0,4,29,39,263,9.1,2,1,16,79.9,5.0,0.0%
68,2015,Shaun Draughn (FA),78,273,3.5,30,1,1,27,35,176,6.5,0,0,11,50.9,4.6,0.0%
147,2014,Shaun Draughn (FA),10,19,1.9,6,0,0,0,0,0,0.0,0,0,10,1.9,0.2,0.0%
157,2013,Shaun Draughn (FA),4,2,0.5,3,0,0,0,0,0,0.0,0,0,3,0.2,0.1,0.0%
62,2012,Shaun Draughn (FA),59,233,3.9,25,1,2,24,30,158,6.6,0,1,16,49.1,3.1,0.0%
167,2011,Shaun Draughn (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
127,2018,Shaun Wilson (FA),6,29,4.8,9,0,0,3,5,5,1.7,0,0,5,3.4,0.7,0.0%
95,2006,Shawn Bryson (FA),2,1,0.5,1,0,0,8,0,98,12.3,1,0,5,15.9,3.2,0.0%
50,2005,Shawn Bryson (FA),64,306,4.8,77,0,1,37,6,284,7.7,0,0,16,65.0,4.1,0.0%
55,2004,Shawn Bryson (FA),50,264,5.3,28,0,0,44,56,322,7.3,0,1,16,56.6,3.5,0.0%
32,2003,Shawn Bryson (FA),158,606,3.8,39,0,3,54,72,340,6.3,0,0,16,112.6,7.0,0.0%
125,2002,Shawn Bryson (FA),13,35,2.7,10,0,0,1,3,9,9.0,0,0,4,4.4,1.1,0.0%
67,2014,Shonn Greene (FA),94,392,4.2,52,2,2,1,3,13,13.0,0,1,13,50.5,3.9,0.0%
56,2013,Shonn Greene (FA),77,295,3.8,29,2,4,6,7,39,6.5,0,0,11,57.4,5.2,0.0%
15,2012,Shonn Greene (FA),276,"1,063",3.9,36,2,8,19,31,151,7.9,0,1,16,167.4,10.5,0.0%
18,2011,Shonn Greene (FA),253,"1,054",4.2,31,0,6,30,41,211,7.0,0,0,16,162.5,10.2,0.0%
37,2010,Shonn Greene (FA),185,766,4.1,23,0,2,16,24,120,7.5,0,2,15,96.6,6.4,0.0%
57,2009,Shonn Greene (FA),108,540,5.0,33,0,2,0,5,0,0.0,0,3,14,60.0,4.3,0.0%
91,2014,Silas Redd (FA),16,75,4.7,14,0,1,8,10,107,13.4,0,0,15,24.2,1.6,0.0%
195,2021,Sincere McCormick (LV),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
204,2021,Snoop Conner (JAC),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.4%
27,2021,Sony Michel (LAC),208,845,4.1,39,3,4,21,33,128,6.1,1,1,17,125.3,7.4,8.8%
56,2020,Sony Michel (LAC),79,449,5.7,48,7,1,7,9,114,16.3,1,0,9,68.3,7.6,8.8%
24,2019,Sony Michel (LAC),247,912,3.7,26,3,7,12,20,94,7.8,0,1,16,140.6,8.8,8.8%
25,2018,Sony Michel (LAC),209,931,4.5,34,7,6,7,11,50,7.1,0,1,13,132.1,10.2,8.8%
194,2021,Spencer Brown (CAR),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
175,2013,Spencer Larsen (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,13,0.0,0.0,0.0%
108,2011,Spencer Larsen (FA),14,44,3.1,6,0,0,9,9,76,8.4,0,0,16,12.0,0.8,0.0%
96,2010,Spencer Larsen (FA),3,18,6.0,14,0,0,5,5,51,10.2,1,0,11,12.9,1.2,0.0%
154,2009,Spencer Larsen (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,9,0.0,0.0,0.0%
156,2008,Spencer Larsen (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,14,0.0,0.0,0.0%
113,2019,Spencer Ware (FA),17,51,3.0,6,0,0,5,7,22,4.4,0,0,3,7.3,2.4,0.0%
63,2018,Spencer Ware (FA),51,246,4.8,34,3,2,20,23,224,11.2,0,0,13,59.0,4.5,0.0%
16,2016,Spencer Ware (FA),214,921,4.3,46,3,3,33,42,447,13.5,2,3,14,160.8,11.5,0.0%
52,2015,Spencer Ware (FA),72,403,5.6,52,4,6,6,6,5,0.8,0,0,11,76.8,7.0,0.0%
148,2013,Spencer Ware (FA),3,10,3.3,5,0,0,0,0,0,0.0,0,0,2,1.0,0.5,0.0%
61,2003,Stacey Mack (FA),93,253,2.7,13,0,4,9,12,55,6.1,0,2,8,48.8,6.1,0.0%
37,2002,Stacey Mack (FA),98,436,4.4,23,0,9,11,13,79,7.2,0,0,16,105.5,6.6,0.0%
147,2007,Stacy Tutt (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
93,2013,Stanley Havili (FA),7,7,1.0,4,0,0,18,21,128,7.1,1,0,13,19.5,1.5,0.0%
116,2012,Stanley Havili (FA),6,22,3.7,8,0,1,7,12,43,6.1,0,0,15,12.5,0.8,0.0%
119,2004,Stanley Pritchett (FA),6,18,3.0,8,0,0,2,4,5,2.5,1,0,3,8.3,2.8,0.0%
81,2003,Stanley Pritchett (FA),21,93,4.4,18,0,2,18,27,83,4.6,0,0,15,29.6,2.0,0.0%
87,2002,Stanley Pritchett (FA),1,2,2.0,2,0,0,19,27,165,8.7,1,0,12,22.7,1.9,0.0%
159,2012,Stefan Logan (FA),3,17,5.7,13,0,0,6,7,28,4.7,0,2,16,0.5,0.0,0.0%
149,2011,Stefan Logan (FA),9,32,3.6,16,0,0,1,1,19,19.0,0,2,16,1.1,0.1,0.0%
117,2010,Stefan Logan (FA),15,95,6.3,21,0,0,0,1,0,0.0,0,1,16,7.5,0.5,0.0%
168,2009,Stefan Logan (FA),0,0,0.0,0,0,0,1,1,5,5.0,0,2,16,-3.5,-0.2,0.0%
150,2016,Stepfan Taylor (FA),4,12,3.0,12,0,0,0,0,0,0.0,0,0,15,1.2,0.1,0.2%
131,2015,Stepfan Taylor (FA),17,58,3.4,16,0,0,1,3,4,4.0,0,0,16,6.2,0.4,0.2%
63,2014,Stepfan Taylor (FA),63,208,3.3,21,1,1,11,15,79,7.2,3,0,14,54.7,3.9,0.2%
96,2013,Stepfan Taylor (FA),36,115,3.2,15,0,0,8,9,71,8.9,0,0,16,18.6,1.2,0.2%
69,2006,Stephen Davis (FA),40,177,4.4,16,0,0,12,0,90,7.5,1,0,14,32.7,2.3,0.0%
25,2005,Stephen Davis (FA),180,549,3.1,39,0,12,5,0,45,9.0,0,0,13,131.4,10.1,0.0%
108,2004,Stephen Davis (FA),24,92,3.8,12,0,0,2,1,32,16.0,0,0,2,12.4,6.2,0.0%
12,2003,Stephen Davis (FA),318,"1,444",4.5,40,0,8,14,17,159,11.4,0,3,14,202.3,14.5,0.0%
25,2002,Stephen Davis (FA),207,820,4.0,33,0,7,23,33,142,6.2,1,4,12,136.2,11.4,0.0%
160,2019,Stevan Ridley (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
101,2018,Stevan Ridley (FA),29,80,2.8,12,0,1,3,4,18,6.0,0,2,10,11.8,1.2,0.0%
96,2017,Stevan Ridley (FA),26,108,4.2,21,1,1,0,0,0,0.0,0,0,2,16.8,8.4,0.0%
156,2016,Stevan Ridley (FA),3,7,2.3,7,0,0,0,0,0,0.0,0,0,1,0.7,0.7,0.0%
127,2015,Stevan Ridley (FA),36,90,2.5,13,0,0,4,5,-2,-0.5,0,0,8,8.8,1.1,0.0%
69,2014,Stevan Ridley (FA),94,340,3.6,43,1,2,4,5,20,5.0,0,0,6,48.0,8.0,0.0%
30,2013,Stevan Ridley (FA),178,773,4.3,29,3,7,10,12,62,6.2,0,4,14,117.5,8.4,0.0%
10,2012,Stevan Ridley (FA),290,"1,263",4.4,41,6,12,6,14,51,8.5,0,2,16,199.4,12.5,0.0%
63,2011,Stevan Ridley (FA),87,441,5.1,33,0,1,3,5,13,4.3,0,0,16,51.4,3.2,0.0%
99,2011,Steve Slaton (FA),24,84,3.5,28,0,1,3,4,3,1.0,0,0,6,14.7,2.5,0.0%
108,2010,Steve Slaton (FA),19,93,4.9,23,0,0,3,4,11,3.7,0,0,12,10.4,0.9,0.0%
36,2009,Steve Slaton (FA),131,437,3.3,32,0,3,44,55,417,9.5,4,5,11,117.4,10.7,0.0%
12,2008,Steve Slaton (FA),227,"1,090",4.8,71,0,8,35,9,280,8.0,0,0,13,185.0,14.2,0.0%
116,2015,Steven Jackson (FA),21,50,2.4,7,0,1,1,1,20,20.0,0,0,2,13.0,6.5,0.0%
23,2014,Steven Jackson (FA),190,707,3.7,55,2,6,20,27,148,7.4,0,0,15,121.5,8.1,0.0%
32,2013,Steven Jackson (FA),157,543,3.5,50,3,6,33,49,191,5.8,1,0,12,115.4,9.6,0.0%
16,2012,Steven Jackson (FA),258,"1,045",4.1,46,5,4,38,53,321,8.4,0,0,16,162.6,10.2,0.0%
11,2011,Steven Jackson (FA),260,"1,145",4.4,47,0,5,42,58,333,7.9,1,1,15,181.8,12.1,0.0%
13,2010,Steven Jackson (FA),330,"1,241",3.8,42,0,6,46,61,383,8.3,0,1,16,196.4,12.3,0.0%
10,2009,Steven Jackson (FA),324,"1,416",4.4,58,0,4,51,75,322,6.3,0,2,15,193.8,12.9,0.0%
9,2008,Steven Jackson (FA),253,"1,042",4.1,56,0,7,40,8,379,9.5,1,0,12,190.1,15.8,0.0%
6,2007,Steven Jackson (FA),237,"1,002",4.2,54,0,5,38,4,271,7.1,1,0,12,167.4,14.0,0.0%
3,2006,Steven Jackson (FA),346,"1,528",4.4,59,0,13,90,0,806,9.0,3,0,16,329.4,20.6,0.0%
11,2005,Steven Jackson (FA),254,"1,046",4.1,51,0,8,43,2,320,7.4,2,0,15,196.6,13.1,0.0%
31,2004,Steven Jackson (FA),134,673,5.0,48,0,4,19,24,189,9.9,0,1,14,108.2,7.7,0.0%
95,2014,Storm Johnson (FA),29,86,3.0,20,1,2,1,1,-4,-4.0,0,0,6,20.2,3.4,0.0%
143,2003,Sultan McCullough (FA),1,9,9.0,9,0,0,3,3,13,4.3,0,0,1,2.2,2.2,0.0%
176,2021,Sutton Smith (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
70,2008,T.J. Duckett (FA),41,90,2.2,9,0,5,0,0,0,0.0,0,0,13,39.0,3.0,0.0%
85,2007,T.J. Duckett (FA),13,83,6.4,22,0,1,0,0,0,0.0,0,0,4,14.3,3.6,0.0%
79,2006,T.J. Duckett (FA),38,132,3.5,19,0,2,2,0,16,8.0,0,0,9,26.8,3.0,0.0%
36,2005,T.J. Duckett (FA),121,380,3.1,25,0,8,6,0,63,10.5,0,0,14,92.3,6.6,0.0%
35,2004,T.J. Duckett (FA),104,509,4.9,35,0,8,3,3,15,5.0,0,2,12,96.4,8.0,0.0%
22,2003,T.J. Duckett (FA),197,779,4.0,55,0,11,11,13,94,8.5,0,2,16,149.3,9.3,0.0%
42,2002,T.J. Duckett (FA),130,507,3.9,33,0,4,9,11,61,6.8,0,0,12,80.8,6.7,0.0%
130,2019,T.J. Logan (FA),3,10,3.3,6,0,0,2,3,13,6.5,0,0,12,2.3,0.2,0.0%
122,2018,T.J. Logan (FA),2,2,1.0,5,0,0,7,7,37,5.3,0,0,10,3.9,0.4,0.0%
105,2020,T.J. Yeldon (FA),10,70,7.0,34,2,0,1,4,22,22.0,1,0,3,15.2,5.1,0.0%
96,2019,T.J. Yeldon (FA),17,63,3.7,12,0,0,13,15,124,9.5,0,1,6,16.7,2.8,0.0%
30,2018,T.J. Yeldon (FA),104,414,4.0,20,1,1,55,78,487,8.9,4,1,14,118.1,8.4,0.0%
64,2017,T.J. Yeldon (FA),49,253,5.2,58,2,2,30,41,224,7.5,0,1,10,57.7,5.8,0.0%
41,2016,T.J. Yeldon (FA),130,465,3.6,16,0,1,50,68,312,6.2,1,1,15,87.7,5.8,0.0%
26,2015,T.J. Yeldon (FA),182,740,4.1,45,4,2,36,46,279,7.8,1,0,12,119.9,10.0,0.0%
238,2021,Taiwan Jones (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,7,0.0,0.0,0.0%
175,2020,Taiwan Jones (BUF),0,0,0.0,0,0,0,0,2,0,0.0,0,0,13,0.0,0.0,0.0%
121,2019,Taiwan Jones (BUF),9,40,4.4,11,0,0,1,1,9,9.0,0,0,11,4.9,0.4,0.0%
154,2018,Taiwan Jones (BUF),0,0,0.0,0,0,0,0,2,0,0.0,0,0,6,0.0,0.0,0.0%
150,2017,Taiwan Jones (BUF),0,0,0.0,0,0,0,1,2,11,11.0,0,0,8,1.1,0.1,0.0%
134,2016,Taiwan Jones (BUF),1,-8,-8.0,0,0,0,4,4,43,10.8,0,0,13,3.5,0.3,0.0%
101,2015,Taiwan Jones (BUF),16,74,4.6,19,0,0,7,9,106,15.1,1,1,12,22.0,1.8,0.0%
163,2014,Taiwan Jones (BUF),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
120,2013,Taiwan Jones (BUF),5,23,4.6,19,0,0,2,3,55,27.5,0,1,16,5.8,0.4,0.0%
138,2012,Taiwan Jones (BUF),6,21,3.5,7,0,0,2,2,11,5.5,0,0,14,3.2,0.2,0.0%
115,2011,Taiwan Jones (BUF),16,73,4.6,14,0,0,2,3,25,12.5,0,0,10,9.8,1.0,0.0%
178,2016,Taiwan Jones (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
166,2017,Tani Tupou (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
176,2016,Tani Tupou (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
258,2021,Taquan Mizzell (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0%
95,2018,Taquan Mizzell (NYG),9,16,1.8,7,0,0,8,10,78,9.8,1,0,9,15.4,1.7,0.0%
161,2017,Taquan Mizzell (NYG),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
251,2021,Tarik Cohen (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
116,2020,Tarik Cohen (FA),14,74,5.3,17,0,0,6,9,41,6.8,0,0,3,11.5,3.8,0.0%
44,2019,Tarik Cohen (FA),64,213,3.3,19,0,0,79,104,456,5.8,3,0,16,84.9,5.3,0.0%
17,2018,Tarik Cohen (FA),99,444,4.5,32,8,3,71,91,725,10.2,5,3,16,162.9,10.2,0.0%
41,2017,Tarik Cohen (FA),87,370,4.3,46,4,2,53,71,353,6.7,1,2,16,91.1,5.7,0.0%
97,2013,Tashard Choice (FA),46,170,3.7,20,1,0,5,9,15,3.0,0,0,15,18.5,1.2,0.0%
91,2012,Tashard Choice (FA),47,193,4.1,22,1,1,4,9,9,2.3,0,0,12,26.2,2.2,0.0%
81,2011,Tashard Choice (FA),57,152,2.7,14,0,1,19,30,124,6.5,0,2,13,29.6,2.3,0.0%
60,2010,Tashard Choice (FA),66,243,3.7,26,0,3,17,22,109,6.4,0,1,16,51.2,3.2,0.0%
51,2009,Tashard Choice (FA),64,349,5.5,66,0,3,15,22,132,8.8,0,0,16,68.1,4.3,0.0%
46,2008,Tashard Choice (FA),92,472,5.1,38,0,2,21,0,185,8.8,0,0,16,77.7,4.9,0.0%
67,2008,Tatum Bell (FA),44,249,5.7,37,0,2,10,0,57,5.7,0,0,6,42.6,7.1,0.0%
62,2007,Tatum Bell (FA),44,182,4.1,24,0,1,14,0,63,4.5,0,0,5,30.5,6.1,0.0%
30,2006,Tatum Bell (FA),233,"1,025",4.4,51,0,2,24,0,115,4.8,0,0,13,126.0,9.7,0.0%
21,2005,Tatum Bell (FA),173,921,5.3,68,0,8,18,0,104,5.8,0,0,14,150.5,10.8,0.0%
48,2004,Tatum Bell (FA),75,396,5.3,29,0,3,5,7,80,16.0,0,1,10,63.6,6.4,0.0%
178,2014,Tauren Poole (FA),1,0,0.0,0,0,0,0,0,0,0.0,0,1,1,-2.0,-2.0,0.0%
176,2012,Terrance Ganaway (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,0.0,0.0,0.0%
88,2017,Terrance West (FA),39,138,3.5,13,0,2,2,4,23,11.5,0,1,5,26.1,5.2,0.0%
24,2016,Terrance West (FA),193,774,4.0,41,5,5,34,45,236,6.9,1,0,16,137.0,8.6,0.0%
103,2015,Terrance West (FA),62,231,3.7,17,0,0,4,5,21,5.3,0,2,8,21.2,2.7,0.0%
32,2014,Terrance West (FA),171,673,3.9,36,4,4,11,13,64,5.8,1,1,14,101.7,7.3,0.0%
83,2002,Terrell Fletcher (FA),26,128,4.9,15,0,1,10,17,62,6.2,0,0,8,25.0,3.1,0.0%
152,2017,Terrell Watson (FA),5,8,1.6,3,0,0,0,0,0,0.0,0,0,10,0.8,0.1,0.0%
116,2016,Terrell Watson (FA),9,28,3.1,8,0,1,1,1,5,5.0,0,0,1,9.3,9.3,0.0%
143,2009,Terrelle Smith (FA),0,0,0.0,0,0,0,2,4,7,3.5,0,0,2,0.7,0.4,0.0%
138,2008,Terrelle Smith (FA),0,0,0.0,0,0,0,1,0,18,18.0,0,0,2,1.8,0.9,0.0%
125,2007,Terrelle Smith (FA),1,3,3.0,3,0,0,3,3,14,4.7,0,0,2,1.7,0.9,0.0%
131,2006,Terrelle Smith (FA),8,14,1.8,3,0,0,8,0,21,2.6,0,0,11,3.5,0.3,0.0%
104,2005,Terrelle Smith (FA),6,9,1.5,4,0,0,12,0,58,4.8,1,0,8,12.7,1.6,0.0%
138,2004,Terrelle Smith (FA),4,9,2.3,4,0,0,7,12,39,5.6,0,0,11,4.8,0.4,0.0%
139,2003,Terrelle Smith (FA),0,0,0.0,0,0,0,6,10,28,4.7,0,0,9,2.8,0.3,0.0%
131,2002,Terrelle Smith (FA),5,11,2.2,5,0,0,9,13,30,3.3,0,1,8,2.1,0.3,0.0%
172,2017,Terrence Magee (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
151,2016,Terrence Magee (FA),3,12,4.0,5,0,0,0,0,0,0.0,0,0,2,1.2,0.6,0.0%
158,2015,Terrence Magee (FA),2,5,2.5,4,0,0,1,1,2,2.0,0,0,4,0.7,0.2,0.0%
109,2017,Terron Ward (FA),30,129,4.3,17,0,0,3,3,14,4.7,0,1,14,12.3,0.9,0.0%
101,2016,Terron Ward (FA),31,151,4.9,45,2,0,1,2,11,11.0,0,0,5,16.2,3.2,0.0%
99,2015,Terron Ward (FA),29,95,3.3,13,0,1,9,13,73,8.1,0,0,13,22.8,1.8,0.0%
167,2005,Terry Butler (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,0.0,0.0,0.0%
114,2005,Terry Jackson (FA),2,11,5.5,11,0,0,10,5,67,6.7,0,0,14,9.8,0.7,0.0%
92,2004,Terry Jackson (FA),26,101,3.9,13,0,0,21,29,139,6.6,0,2,14,20.0,1.4,0.0%
164,2003,Terry Jackson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,10,0.0,0.0,0.0%
166,2002,Terry Jackson (FA),0,0,0.0,0,0,0,0,0,0,0.0,0,0,2,0.0,0.0,0.0%
94,2002,Terry Kirby (FA),16,51,3.2,13,0,0,17,22,115,6.8,1,2,6,18.6,3.1,0.0%
77,2021,Tevin Coleman (FA),84,356,4.2,20,1,0,11,16,49,4.5,0,0,11,40.5,3.7,0.1%
121,2020,Tevin Coleman (FA),28,53,1.9,12,0,0,4,5,34,8.5,0,0,8,8.7,1.1,0.1%
32,2019,Tevin Coleman (FA),137,544,4.0,48,7,6,21,30,180,8.6,1,0,14,114.4,8.2,0.1%
18,2018,Tevin Coleman (FA),167,800,4.8,65,15,4,32,44,276,8.6,5,0,16,161.6,10.1,0.1%
22,2017,Tevin Coleman (FA),156,628,4.0,52,6,5,27,39,299,11.1,3,0,15,140.7,9.4,0.1%
17,2016,Tevin Coleman (FA),118,520,4.4,55,5,8,31,40,421,13.6,3,0,13,160.1,12.3,0.1%
76,2015,Tevin Coleman (FA),87,392,4.5,46,2,1,2,11,14,7.0,0,3,12,40.6,3.4,0.1%
131,2020,Theo Riddick (FA),6,14,2.3,11,0,0,5,6,43,8.6,0,0,5,5.7,1.1,0.0%
65,2018,Theo Riddick (FA),40,171,4.3,19,0,0,61,74,384,6.3,0,0,14,55.5,4.0,0.0%
37,2017,Theo Riddick (FA),84,286,3.4,21,1,3,53,71,444,8.4,2,1,16,101.0,6.3,0.0%
31,2016,Theo Riddick (FA),92,357,3.9,42,2,1,53,67,371,7.0,5,0,10,108.8,10.9,0.0%
38,2015,Theo Riddick (FA),43,133,3.1,16,0,0,80,99,697,8.7,3,1,16,99.0,6.2,0.0%
56,2014,Theo Riddick (FA),20,51,2.6,9,0,0,34,50,316,9.3,4,0,14,60.7,4.3,0.0%
109,2013,Theo Riddick (FA),9,25,2.8,7,0,1,4,8,26,6.5,0,0,14,11.1,0.8,0.0%
146,2011,Thomas Clayton (FA),8,12,1.5,4,0,0,1,1,3,3.0,0,0,3,1.5,0.5,0.0%
140,2010,Thomas Clayton (FA),7,17,2.4,5,0,0,0,0,0,0.0,0,0,2,1.7,0.9,0.0%
60,2011,Thomas Jones (FA),153,478,3.1,26,0,0,5,7,43,8.6,0,0,16,52.1,3.3,0.0%
24,2010,Thomas Jones (FA),245,896,3.7,70,0,6,14,20,122,8.7,0,1,16,135.8,8.5,0.0%
